rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,773243360,12,-1124605940,-59.3,8415256770,106068,-127793,-54.6,1092806,617,2111
5,5,-2,OLD,20152963,수어사이드 스쿼드,2016-08-03,812643400,12.6,-1351533400,-62.5,12793885530,103011,-140142,-57.6,1519979,652,2759
6,6,0,OLD,20161907,제이슨 본,2016-07-27,363342000,5.6,-393927100,-52,19594879643,47391,-41860,-46.9,2408294,483,1309
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,178577700,2.8,-351246800,-66.3,2673365800,25508,-42390,-62.4,361974,334,722
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,45648600,0.7,-81790800,-64.2,20485000833,6512,-9313,-58.8,2571503,150,210
9,9,3,OLD,20150968,국가대표 2,2016-08-10,37438000,0.6,2843000,8.2,203000900,4205,1060,33.7,24255,19,21
10,10,0,NEW,20154910,터널,2016-08-10,25836000,0.4,25836000,100,153957000,3264,3264,100,18053,12,12
1,1,0,OLD,20150979,덕혜옹주,2016-08-03,1840567900,30.4,-35007120,-1.9,17502954779,249618,-3307,-1.3,2209008,910,3924
2,2,0,OLD,20156250,인천상륙작전,2016-07-27,1100966200,18.2,-150953120,-12.1,43431557738,150546,-18764,-11.1,5565410,753,3551
3,3,0,OLD,20156564,부산행,2016-07-20,894476760,14.8,-99748220,-10,82893057008,120124,-12585,-9.5,10295654,593,2300
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,778939200,12.9,5695840,0.7,9194195970,108189,2121,2,1200995,630,2129
5,5,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,695455600,11.5,-117187800,-14.4,13489341130,88399,-14612,-14.2,1608378,652,2704
6,6,0,OLD,20161907,제이슨 본,2016-07-27,326960400,5.4,-36381600,-10,19921840043,42881,-4510,-9.5,2451175,484,1280
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,176213600,2.9,-2364100,-1.3,2849579400,25333,-175,-0.7,387307,340,702
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,46284400,0.8,635800,1.4,20531285233,6691,179,2.7,2578194,150,207
9,9,0,OLD,20150968,국가대표 2,2016-08-10,32175000,0.5,-5263000,-14.1,235175900,4593,388,9.2,28848,23,34
10,10,0,OLD,20154910,터널,2016-08-10,22886100,0.4,-2949900,-11.4,176843100,2801,-463,-14.2,20854,9,11
1,1,9,OLD,20154910,터널,2016-08-10,2833570300,39.3,2810684200,12281.2,3010413400,379079,376278,13433.7,399933,820,3900
2,2,-1,OLD,20150979,덕혜옹주,2016-08-03,1397670900,19.4,-442897000,-24.1,18900625679,189829,-59789,-24,2398837,748,3174
3,3,-1,OLD,20156250,인천상륙작전,2016-07-27,751866100,10.4,-349100100,-31.7,44183423838,103963,-46583,-30.9,5669373,567,2217
4,4,-1,OLD,20156564,부산행,2016-07-20,564702600,7.8,-329774160,-36.9,83457759608,75390,-44734,-37.2,10371044,479,1397
5,5,-1,OLD,20156082,마이펫의 이중생활,2016-08-03,533131800,7.4,-245807400,-31.6,9727327770,74937,-33252,-30.7,1275932,505,1315
6,6,3,OLD,20150968,국가대표 2,2016-08-10,446883400,6.2,414708400,1288.9,682059300,61508,56915,1239.2,90356,562,2516
7,7,-2,OLD,20152963,수어사이드 스쿼드,2016-08-03,278752400,3.9,-416703200,-59.9,13768093530,36461,-51938,-58.8,1644839,410,904
8,8,-2,OLD,20161907,제이슨 본,2016-07-27,115338300,1.6,-211622100,-64.7,20037178343,14948,-27933,-65.1,2466123,180,364
9,9,-2,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,77110400,1.1,-99103200,-56.2,2926689800,10902,-14431,-57,398209,180,235
10,10,0,NEW,20165961,슈퍼 프렌즈,2016-08-10,53412800,0.7,53412800,100,127515600,7403,7403,100,16151,215,280
1,1,0,OLD,20154910,터널,2016-08-10,2705343520,39.2,-128226780,-4.5,5715756920,360239,-18840,-5,760172,854,3962
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,1348073900,19.5,-49597000,-3.5,20248699579,183554,-6275,-3.3,2582391,784,3270
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,689709200,10,-62156900,-8.3,44873133038,94775,-9188,-8.8,5764148,549,2199
4,4,1,OLD,20156082,마이펫의 이중생활,2016-08-03,541998000,7.9,8866200,1.7,10269325770,76362,1425,1.9,1352294,533,1353
5,5,-1,OLD,20156564,부산행,2016-07-20,561692100,8.1,-3010500,-0.5,84019451708,74831,-559,-0.7,10445875,492,1444
6,6,0,OLD,20150968,국가대표 2,2016-08-10,388249800,5.6,-58633600,-13.1,1070309100,53531,-7977,-13,143887,551,2326
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,251031900,3.6,-27720500,-9.9,14019125430,32700,-3761,-10.3,1677539,412,893
8,8,0,OLD,20161907,제이슨 본,2016-07-27,109513100,1.6,-5825200,-5.1,20146691443,14225,-723,-4.8,2480348,178,363
9,9,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,76307000,1.1,-803400,-1,3002996800,10913,11,0.1,409122,173,231
10,10,0,OLD,20165961,슈퍼 프렌즈,2016-08-10,52826800,0.8,-586000,-1.1,180342400,7697,294,4,23848,255,320
1,1,0,OLD,20154910,터널,2016-08-10,3405936688,40.4,700593168,25.9,9121693608,408520,48281,13.4,1168692,919,4268
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,1697824816,20.1,349750916,25.9,21946524395,206964,23410,12.8,2789355,803,3410
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,823443516,9.8,133734316,19.4,45696576554,101838,7063,7.5,5865986,577,2221
4,4,1,OLD,20156564,부산행,2016-07-20,685987100,8.1,124295000,22.1,84705438808,81460,6629,8.9,10527335,523,1498
5,5,-1,OLD,20156082,마이펫의 이중생활,2016-08-03,604636400,7.2,62638400,11.6,10873962170,77099,737,1,1429393,538,1392
6,6,0,OLD,20150968,국가대표 2,2016-08-10,473423224,5.6,85173424,21.9,1543732324,59772,6241,11.7,203659,541,2169
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,293661376,3.5,42629476,17,14312786806,34381,1681,5.1,1711920,414,861
8,8,0,OLD,20161907,제이슨 본,2016-07-27,139386600,1.7,29873500,27.3,20286078043,16216,1991,14,2496564,176,348
9,9,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,82263100,1,5956100,7.8,3085259900,10397,-516,-4.7,419519,177,231
10,10,0,OLD,20165961,슈퍼 프렌즈,2016-08-10,55453300,0.7,2626500,5,235795700,7391,-306,-4,31239,248,312
1,1,0,OLD,20154910,터널,2016-08-10,5653148919,39.9,2247212231,66,14774842527,675023,266503,65.2,1843715,1061,4956
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,2985522899,21.1,1287698083,75.8,24932047294,356839,149875,72.4,3146194,827,3521
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,1424011399,10.1,600567883,72.9,47120587953,171009,69171,67.9,6036995,588,2104
4,4,1,OLD,20156082,마이펫의 이중생활,2016-08-03,1157433500,8.2,552797100,91.4,12031395670,144481,67382,87.4,1573874,607,1562
5,5,-1,OLD,20156564,부산행,2016-07-20,1050308700,7.4,364321600,53.1,85755747508,125119,43659,53.6,10652454,562,1488
6,6,0,OLD,20150968,국가대표 2,2016-08-10,795600718,5.6,322177494,68.1,2339333042,99196,39424,66,302855,533,1734
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,346618182,2.4,52956806,18,14659404988,40244,5863,17.1,1752164,354,636
8,8,0,OLD,20161907,제이슨 본,2016-07-27,172224100,1.2,32837500,23.6,20458302143,19748,3532,21.8,2516312,150,281
9,9,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,151216000,1.1,68952900,83.8,3236475900,19551,9154,88,439070,203,277
10,10,0,OLD,20165961,슈퍼 프렌즈,2016-08-10,98831200,0.7,43377900,78.2,334626900,12812,5421,73.3,44051,255,303
1,1,0,OLD,20154910,터널,2016-08-10,6236394140,39.8,583245221,10.3,21011236667,738317,63294,9.4,2582032,1095,5117
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,3415241760,21.8,429718861,14.4,28347289054,404130,47291,13.3,3550324,814,3515
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,1630780300,10.4,206768901,14.5,48751368253,193124,22115,12.9,6230119,581,2079
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,1196116200,7.6,38682700,3.3,13227511870,147216,2735,1.9,1721090,617,1575
5,5,0,OLD,20156564,부산행,2016-07-20,1185062600,7.6,134753900,12.8,86940810108,139865,14746,11.8,10792319,558,1495
6,6,0,OLD,20150968,국가대표 2,2016-08-10,846706400,5.4,51105682,6.4,3186039442,104208,5012,5.1,407063,521,1626
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,360860500,2.3,14242318,4.1,15020265488,41776,1532,3.8,1793940,357,624
8,8,0,OLD,20161907,제이슨 본,2016-07-27,199522420,1.3,27298320,15.9,20657824563,22958,3210,16.3,2539270,163,284
9,9,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,157494000,1,6278000,4.2,3393969900,20140,589,3,459210,207,287
10,10,1,OLD,20165281,마이 리틀 자이언트,2016-08-10,106107400,0.7,12454900,13.3,355062700,13004,1309,11.2,45293,123,213
1,1,0,OLD,20154910,터널,2016-08-10,5688135600,38,-548258540,-8.8,26699372267,681454,-56863,-7.7,3263486,1105,5047
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,3363548420,22.5,-51693340,-1.5,31710837474,408342,4212,1,3958666,849,3512
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,1560713900,10.4,-70066400,-4.3,50312082153,189850,-3274,-1.7,6419969,586,2064
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,1353804200,9,157688000,13.2,14581316070,170524,23308,15.8,1891614,613,1563
5,5,0,OLD,20156564,부산행,2016-07-20,1051740400,7,-133322200,-11.3,87992550508,125893,-13972,-10,10918212,538,1482
6,6,0,OLD,20150968,국가대표 2,2016-08-10,827888200,5.5,-18818200,-2.2,4013927642,103809,-399,-0.4,510872,517,1551
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,294883800,2,-65976700,-18.3,15315149288,34753,-7023,-16.8,1828693,348,627
8,8,1,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,186859000,1.2,29365000,18.6,3580828900,24217,4077,20.2,483427,203,280
9,9,-1,OLD,20161907,제이슨 본,2016-07-27,168312500,1.1,-31209920,-15.6,20826137063,19574,-3384,-14.7,2558844,157,284
10,10,0,OLD,20165281,마이 리틀 자이언트,2016-08-10,139001800,0.9,32894400,31,494064500,17364,4360,33.5,62657,126,208
1,1,0,OLD,20154910,터널,2016-08-10,2030681300,40.3,-3657454300,-64.3,28730053567,269940,-411514,-60.4,3533426,956,4545
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,1060989100,21,-2302559320,-68.5,32771826574,147020,-261322,-64,4105686,750,3310
3,3,0,OLD,20156250,인천상륙작전,2016-07-27,451309100,9,-1109404800,-71.1,50763391253,62998,-126852,-66.8,6482967,546,2018
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,379901700,7.5,-973902500,-71.9,14961217770,52925,-117599,-69,1944539,513,1348
5,5,0,OLD,20156564,부산행,2016-07-20,391477600,7.8,-660262800,-62.8,88384028108,52165,-73728,-58.6,10970377,473,1432
6,6,0,OLD,20150968,국가대표 2,2016-08-10,259788100,5.2,-568100100,-68.6,4273715742,35892,-67917,-65.4,546764,488,1649
7,7,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,150354000,3,-144529800,-49,15465503288,19491,-15262,-43.9,1848184,367,726
8,8,1,OLD,20161907,제이슨 본,2016-07-27,74189200,1.5,-94123300,-55.9,20900326263,9650,-9924,-50.7,2568494,165,341
9,9,-1,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,56223200,1.1,-130635800,-69.9,3637052100,7845,-16372,-67.6,491272,175,235
10,10,0,OLD,20165281,마이 리틀 자이언트,2016-08-10,49582700,1,-89419100,-64.3,543647200,6687,-10677,-61.5,69344,115,216
1,1,0,OLD,20154910,터널,2016-08-10,1728758960,36.2,-301922340,-14.9,30458812527,230231,-39709,-14.7,3763657,792,3749
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,843811700,17.6,-217177400,-20.5,33615638274,115934,-31086,-21.1,4221620,660,2642
3,3,9,OLD,20150567,스타트렉 비욘드,2016-08-17,701970400,14.7,686572400,4458.8,782223400,83066,81488,5164,91016,701,3501
4,4,-1,OLD,20156250,인천상륙작전,2016-07-27,302981400,6.3,-148327700,-32.9,51066372653,43044,-19954,-31.7,6526011,509,1325
5,5,-1,OLD,20156082,마이펫의 이중생활,2016-08-03,273781300,5.7,-106120400,-27.9,15234999070,38784,-14141,-26.7,1983323,422,836
6,6,-1,OLD,20156564,부산행,2016-07-20,279908000,5.9,-111569600,-28.5,88663936108,37250,-14915,-28.6,11007627,413,1001
7,7,0,NEW,20148460,서울역,2016-08-17,220499500,4.6,220499500,100,238750000,29389,29389,100,31404,427,1117
8,8,-2,OLD,20150968,국가대표 2,2016-08-10,113867000,2.4,-145921100,-56.2,4387582742,15866,-20026,-55.8,562630,332,653
9,9,-2,OLD,20152963,수어사이드 스쿼드,2016-08-03,49502300,1,-100851700,-67.1,15515005588,6462,-13029,-66.8,1854646,130,221
10,10,7,OLD,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,34628900,0.7,28303900,447.5,52298900,4849,4048,505.4,7005,228,270
1,1,0,OLD,20154910,터널,2016-08-10,1519688160,33.5,-209070800,-12.1,31978500687,202170,-28061,-12.2,3965827,802,3780
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,793099300,17.5,-50712400,-6,34408737574,109224,-6710,-5.8,4330844,676,2668
3,3,0,OLD,20150567,스타트렉 비욘드,2016-08-17,773750100,17.1,71779700,10.2,1555973500,93991,10925,13.2,185007,716,3409
4,4,0,OLD,20156250,인천상륙작전,2016-07-27,297162500,6.6,-5818900,-1.9,51363535153,42582,-462,-1.1,6568593,538,1320
5,5,0,OLD,20156082,마이펫의 이중생활,2016-08-03,275833900,6.1,2052600,0.7,15510832970,39131,347,0.9,2022454,433,856
6,6,0,OLD,20156564,부산행,2016-07-20,266070200,5.9,-13837800,-4.9,88930006308,35379,-1871,-5,11043006,421,1008
7,7,0,OLD,20148460,서울역,2016-08-17,169674400,3.7,-50825100,-23,408424400,22580,-6809,-23.2,53984,433,1160
8,8,0,OLD,20150968,국가대표 2,2016-08-10,102625800,2.3,-11241200,-9.9,4490208542,14592,-1274,-8,577222,321,616
9,9,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,40584100,0.9,-8918200,-18,15555589688,5303,-1159,-17.9,1859949,124,211
10,10,0,OLD,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,33718300,0.7,-910600,-2.6,86017200,5225,376,7.8,12230,233,274
1,1,0,OLD,20154910,터널,2016-08-10,1908601370,35.6,388913210,25.6,33887102057,227431,25261,12.5,4193258,828,3992
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,910579050,17,117479750,14.8,35319316624,112075,2851,2.6,4442919,696,2787
3,3,0,OLD,20150567,스타트렉 비욘드,2016-08-17,946747200,17.7,172997100,22.4,2502720700,101882,7891,8.4,286889,703,3347
4,4,0,OLD,20156250,인천상륙작전,2016-07-27,332805600,6.2,35643100,12,51696340753,41876,-706,-1.7,6610469,511,1320
5,5,1,OLD,20156564,부산행,2016-07-20,334712700,6.2,68642500,25.8,89264719008,39545,4166,11.8,11082551,417,1018
6,6,-1,OLD,20156082,마이펫의 이중생활,2016-08-03,305335350,5.7,29501450,10.7,15816168320,39385,254,0.6,2061839,459,936
7,7,0,OLD,20148460,서울역,2016-08-17,151564000,2.8,-18110400,-10.7,559988400,18271,-4309,-19.1,72255,440,1109
8,8,0,OLD,20150968,국가대표 2,2016-08-10,122338100,2.3,19712300,19.2,4612546642,15577,985,6.8,592799,330,615
9,9,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,50292300,0.9,9708200,23.9,15605881988,5818,515,9.7,1865767,122,219
10,10,0,OLD,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,33659800,0.6,-58500,-0.2,119677000,4693,-532,-10.2,16923,232,274
1,1,0,OLD,20154910,터널,2016-08-10,3906364625,37,1997763255,104.7,37793466682,463615,236184,103.8,4656873,904,4459
2,2,1,OLD,20150567,스타트렉 비욘드,2016-08-17,1933462220,18.3,986715020,104.2,4436182920,208507,106625,104.7,495396,682,3134
3,3,-1,OLD,20150979,덕혜옹주,2016-08-03,1710450765,16.2,799871715,87.8,37029767389,205879,93804,83.7,4648798,722,2979
4,4,2,OLD,20156082,마이펫의 이중생활,2016-08-03,728710235,6.9,423374885,138.7,16544878555,91533,52148,132.4,2153372,510,1222
5,5,-1,OLD,20156250,인천상륙작전,2016-07-27,611746550,5.8,278940950,83.8,52308087303,74883,33007,78.8,6685352,511,1304
6,6,-1,OLD,20156564,부산행,2016-07-20,616473200,5.8,281760500,84.2,89881192208,72894,33349,84.3,11155445,452,1072
7,7,0,OLD,20148460,서울역,2016-08-17,225540600,2.1,73976600,48.8,785529000,27335,9064,49.6,99590,417,920
8,8,0,OLD,20150968,국가대표 2,2016-08-10,213208600,2,90870500,74.3,4825755242,27247,11670,74.9,620046,319,562
9,9,1,OLD,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,70204500,0.7,36544700,108.6,189881500,9270,4577,97.5,26193,237,283
10,10,-1,OLD,20152963,수어사이드 스쿼드,2016-08-03,75767600,0.7,25475300,50.7,15681649588,8976,3158,54.3,1874743,117,192
1,1,0,OLD,20154910,터널,2016-08-10,3628957760,37.1,-277406865,-7.1,41422424442,428648,-34967,-7.5,5085521,888,4358
2,2,1,OLD,20150979,덕혜옹주,2016-08-03,1536813700,15.7,-173637065,-10.2,38566581089,183890,-21989,-10.7,4832688,709,2882
3,3,-1,OLD,20150567,스타트렉 비욘드,2016-08-17,1679643400,17.2,-253818820,-13.1,6115826320,183005,-25502,-12.2,678401,676,2998
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,749855500,7.7,21145265,2.9,17294734055,92666,1133,1.2,2246038,523,1241
5,5,0,OLD,20156250,인천상륙작전,2016-07-27,637569400,6.5,25822850,4.2,52945656703,76883,2000,2.7,6762235,496,1254
6,6,0,OLD,20156564,부산행,2016-07-20,577667120,5.9,-38806080,-6.3,90458859328,68138,-4756,-6.5,11223583,459,1063
7,7,1,OLD,20150968,국가대표 2,2016-08-10,200240500,2,-12968100,-6.1,5025995742,25317,-1930,-7.1,645363,325,554
8,8,-1,OLD,20148460,서울역,2016-08-17,181614500,1.9,-43926100,-19.5,967143500,21988,-5347,-19.6,121578,410,849
9,9,2,OLD,20165281,마이 리틀 자이언트,2016-08-10,75180000,0.8,7936900,11.8,795867000,8953,874,10.8,100675,104,142
10,10,2,OLD,20165981,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,66405000,0.7,5394000,8.8,165449000,8317,557,7.2,21280,170,195
1,1,0,OLD,20154910,터널,2016-08-10,1175584800,37.4,-2453372960,-67.6,42598009242,155416,-273232,-63.7,5240937,813,3984
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,507685200,16.1,-1029128500,-67,39074266289,70050,-113840,-61.9,4902738,664,2746
3,3,0,OLD,20150567,스타트렉 비욘드,2016-08-17,442159300,14.1,-1237484100,-73.7,6557985620,53599,-129406,-70.7,732000,627,2938
4,4,1,OLD,20156250,인천상륙작전,2016-07-27,229604400,7.3,-407965000,-64,53175261103,31841,-45042,-58.6,6794076,472,1313
5,5,1,OLD,20156564,부산행,2016-07-20,222847300,7.1,-354819820,-61.4,90681706628,29471,-38667,-56.7,11253054,407,1069
6,6,-2,OLD,20156082,마이펫의 이중생활,2016-08-03,196995500,6.3,-552860000,-73.7,17491729555,27086,-65580,-70.8,2273124,412,895
7,7,0,OLD,20150968,국가대표 2,2016-08-10,73909400,2.4,-126331100,-63.1,5099905142,10277,-15040,-59.4,655640,326,625
8,8,0,OLD,20148460,서울역,2016-08-17,54267900,1.7,-127346600,-70.1,1021411400,7234,-14754,-67.1,128812,378,825
9,9,3,OLD,20152963,수어사이드 스쿼드,2016-08-03,30181200,1,-38385100,-56,15780397088,3900,-4075,-51.1,1886618,115,204
10,10,3,OLD,19900204,죽은 시인의 사회,1990-05-19,26112700,0.8,-25334500,-49.2,225759000,3391,-3182,-48.4,29217,86,132
1,1,0,OLD,20154910,터널,2016-08-10,1027219800,36,-148365000,-12.6,43625229042,136908,-18508,-11.9,5377845,832,3982
2,2,0,OLD,20150979,덕혜옹주,2016-08-03,485708500,17,-21976700,-4.3,39559974789,67270,-2780,-4,4970008,672,2728
3,3,0,OLD,20150567,스타트렉 비욘드,2016-08-17,403213200,14.1,-38946100,-8.8,6961198820,48909,-4690,-8.8,780909,627,2864
4,4,0,OLD,20156250,인천상륙작전,2016-07-27,202949100,7.1,-26655300,-11.6,53378210203,28570,-3271,-10.3,6822646,482,1319
5,5,0,OLD,20156564,부산행,2016-07-20,196650400,6.9,-26196900,-11.8,90878357028,26248,-3223,-10.9,11279302,412,1053
6,6,0,OLD,20156082,마이펫의 이중생활,2016-08-03,180266900,6.3,-16728600,-8.5,17671996455,25195,-1891,-7,2298319,424,905
7,7,0,OLD,20150968,국가대표 2,2016-08-10,73670100,2.6,-239300,-0.3,5173575242,10365,88,0.9,666005,329,633
8,8,0,OLD,20148460,서울역,2016-08-17,45640400,1.6,-8627500,-15.9,1067051800,6105,-1129,-15.6,134917,369,792
9,9,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,25785800,0.9,-4395400,-14.6,15806182888,3340,-560,-14.4,1889958,110,200
10,10,0,OLD,19900204,죽은 시인의 사회,1990-05-19,24730400,0.9,-1382300,-5.3,250489400,3226,-165,-4.9,32443,89,132
1,1,0,OLD,20154910,터널,2016-08-10,945083760,31.8,-82136040,-8,44570312802,125767,-11141,-8.1,5503612,790,3769
2,2,0,NEW,20163217,라이트 아웃,2016-08-24,445513550,15,445513550,100,548064050,57997,57997,100,70542,425,1730
3,3,-1,OLD,20150979,덕혜옹주,2016-08-03,402551300,13.5,-83157200,-17.1,39962526089,55709,-11561,-17.2,5025717,597,2389
4,4,-1,OLD,20150567,스타트렉 비욘드,2016-08-17,314329200,10.6,-88884000,-22,7275528020,38485,-10424,-21.3,819394,514,2069
5,5,-1,OLD,20156250,인천상륙작전,2016-07-27,176291500,5.9,-26657600,-13.1,53554501703,24785,-3785,-13.2,6847431,441,1135
6,6,-1,OLD,20156564,부산행,2016-07-20,178842400,6,-17808000,-9.1,91057199428,23819,-2429,-9.3,11303121,409,1050
7,7,-1,OLD,20156082,마이펫의 이중생활,2016-08-03,126748600,4.3,-53518300,-29.7,17798745055,17787,-7408,-29.4,2316106,371,752
8,8,40,OLD,20166901,플로렌스,2016-08-24,126851700,4.3,125971700,14315,145042700,17466,17356,15778.2,19711,382,1154
9,9,-2,OLD,20150968,국가대표 2,2016-08-10,46819900,1.6,-26850200,-36.4,5220395142,6624,-3741,-36.1,672629,214,428
10,10,-2,OLD,20148460,서울역,2016-08-17,22740400,0.8,-22900000,-50.2,1089792200,3013,-3092,-50.6,137930,177,389
1,1,0,OLD,20154910,터널,2016-08-10,836427300,27.7,-108656460,-11.5,45406740102,111605,-14162,-11.3,5615217,757,3330
2,2,0,OLD,20163217,라이트 아웃,2016-08-24,513341400,17,67827850,15.2,1061405450,66423,8426,14.5,136965,476,1663
3,3,0,OLD,20150979,덕혜옹주,2016-08-03,358375200,11.9,-44176100,-11,40320901289,50082,-5627,-10.1,5075799,496,1958
