rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
2,2,-1,OLD,20150203,나우 유 씨 미 2,2016-07-13,775662200,9.7,-446221200,-36.5,17630331509,102874,-58382,-36.2,2166045,634,2638
3,3,-1,OLD,20159644,봉이 김선달,2016-07-06,134217200,1.7,-225830600,-62.7,15222551242,18615,-30814,-62.3,1918216,410,1039
4,4,-1,OLD,20159058,도리를 찾아서,2016-07-06,124187300,1.6,-155956900,-55.7,15029766577,17855,-20112,-53,1850801,359,632
5,5,11,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,103244000,1.3,89576000,655.4,137196000,14207,12781,896.3,18031,480,1210
6,6,0,NEW,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,67322600,0.8,67322600,100,73102600,9210,9210,100,9875,304,455
7,7,-3,OLD,20165201,언더 워터,2016-07-13,58551800,0.7,-188380600,-76.3,2347573791,7790,-24671,-76,289501,266,544
8,8,-3,OLD,20150972,굿바이 싱글,2016-06-29,25834900,0.3,-154694500,-85.7,16788811995,3600,-21172,-85.5,2092148,165,299
9,9,-1,OLD,20165130,나의 산티아고,2016-07-14,15865800,0.2,-6868100,-30.2,178026600,2171,-928,-29.9,23080,57,96
10,10,0,NEW,20156250,인천상륙작전,2016-07-27,12638000,0.2,12638000,100,12638000,1746,1746,100,1746,6,7
1,1,0,OLD,20156564,부산행,2016-07-20,5006286500,78.4,-1556133500,-23.7,16483601600,663365,-209308,-24,2101324,1613,9092
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,712538000,11.2,-63124200,-8.1,18342869509,94499,-8375,-8.1,2260544,631,2638
3,3,2,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,130448700,2,27204700,26.3,267644700,18462,4255,30,36493,502,1200
4,4,-1,OLD,20159644,봉이 김선달,2016-07-06,127250100,2,-6967100,-5.2,15349801342,18126,-489,-2.6,1936342,398,962
5,5,-1,OLD,20159058,도리를 찾아서,2016-07-06,124916000,2,728700,0.6,15154682577,17698,-157,-0.9,1868499,355,599
6,6,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,66394500,1,-928100,-1.4,139497100,9208,-2,0,19083,317,480
7,7,0,OLD,20165201,언더 워터,2016-07-13,54821700,0.9,-3730100,-6.4,2402395491,7299,-491,-6.3,296800,268,513
8,8,0,NEW,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,30000000,0.5,30000000,100,30000000,5000,5000,100,5000,5,27
9,9,-1,OLD,20150972,굿바이 싱글,2016-06-29,22571900,0.4,-3263000,-12.6,16811383895,3172,-428,-11.9,2095320,134,242
10,10,-1,OLD,20165130,나의 산티아고,2016-07-14,21217100,0.3,5351300,33.7,199243700,2890,719,33.1,25970,54,96
1,1,0,OLD,20156564,부산행,2016-07-20,6263817426,77.1,1257530926,25.1,22747419026,738823,75458,11.4,2840147,1667,9501
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,945667574,11.6,233129574,32.7,19288537083,112697,18198,19.3,2373241,648,2665
3,3,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,210880300,2.6,80431600,61.7,478525000,27558,9096,49.3,64051,520,1247
4,4,1,OLD,20159058,도리를 찾아서,2016-07-06,185775526,2.3,60859526,48.7,15340458103,23881,6183,34.9,1892380,384,641
5,5,-1,OLD,20159644,봉이 김선달,2016-07-06,157105400,1.9,29855300,23.5,15506906742,19934,1808,10,1956276,399,919
6,6,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,96617600,1.2,30223100,45.5,236114700,12161,2953,32.1,31244,336,517
7,7,0,OLD,20165201,언더 워터,2016-07-13,94887200,1.2,40065500,73.1,2497282691,11393,4094,56.1,308193,268,509
8,8,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,30000000,0.4,0,0,60000000,5000,0,0,10000,4,24
9,9,0,OLD,20150972,굿바이 싱글,2016-06-29,25488200,0.3,2916300,12.9,16836872095,3166,-6,-0.2,2098486,129,220
10,10,0,OLD,20165130,나의 산티아고,2016-07-14,20636700,0.3,-580400,-2.7,219880400,2461,-429,-14.8,28431,52,96
1,1,0,OLD,20156564,부산행,2016-07-20,10904532450,74.5,4640715024,74.1,33651951476,1282013,543190,73.5,4122160,1788,10300
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,1500729230,10.2,555061656,58.7,20789266313,178378,65681,58.3,2551619,649,2446
3,3,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,685679800,4.7,474799500,225.2,1164204800,87393,59835,217.1,151444,580,1497
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,539508130,3.7,353732604,190.4,15879966233,67911,44030,184.4,1960291,455,873
5,5,1,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,407366400,2.8,310748800,321.6,643481100,53054,40893,336.3,84298,390,705
6,6,-1,OLD,20159644,봉이 김선달,2016-07-06,205950900,1.4,48845500,31.1,15712857642,25602,5668,28.4,1981878,343,649
7,7,0,OLD,20165201,언더 워터,2016-07-13,158756400,1.1,63869200,67.3,2656039091,18881,7488,65.7,327074,252,417
8,8,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,39000000,0.3,9000000,30,99000000,6500,1500,30,16500,4,31
9,9,1,OLD,20165130,나의 산티아고,2016-07-14,34147500,0.2,13510800,65.5,254027900,4221,1760,71.5,32652,52,91
10,10,1,OLD,20163961,데몰리션,2016-07-13,26777000,0.2,11568600,76.1,332942621,2991,1269,73.7,40903,35,66
1,1,0,OLD,20156564,부산행,2016-07-20,10187889700,73.4,-716642750,-6.6,43839841176,1195273,-86740,-6.8,5317433,1775,10057
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,1389958900,10,-110770330,-7.4,22179225213,165431,-12947,-7.3,2717050,627,2387
3,3,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,723959400,5.2,38279600,5.6,1888164200,91581,4188,4.8,243025,562,1403
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,582667200,4.2,43159070,8,16462633433,72445,4534,6.7,2032736,460,885
5,5,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,422578820,3,15212420,3.7,1066059920,54331,1277,2.4,138629,403,738
6,6,0,OLD,20159644,봉이 김선달,2016-07-06,197353200,1.4,-8597700,-4.2,15910210842,24484,-1118,-4.4,2006362,340,651
7,7,0,OLD,20165201,언더 워터,2016-07-13,158950300,1.1,193900,0.1,2814989391,18622,-259,-1.4,345696,241,413
8,8,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,30000000,0.2,-9000000,-23.1,129000000,5000,-1500,-23.1,21500,3,23
9,9,0,OLD,20165130,나의 산티아고,2016-07-14,34189800,0.2,42300,0.1,288217700,4134,-87,-2.1,36786,48,86
10,10,0,OLD,20163961,데몰리션,2016-07-13,26729100,0.2,-47900,-0.2,359671721,3021,30,1,43924,37,64
1,1,0,OLD,20156564,부산행,2016-07-20,3800105300,70.1,-6387784400,-62.7,47639946476,499070,-696203,-58.2,5816503,1622,9288
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,577084200,10.6,-812874700,-58.5,22756309413,75854,-89577,-54.1,2792904,623,2534
3,3,1,OLD,20159058,도리를 찾아서,2016-07-06,264901400,4.9,-317765800,-54.5,16727534833,36806,-35639,-49.2,2069542,400,768
4,4,-1,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,237151800,4.4,-486807600,-67.2,2125316000,33909,-57672,-63,276934,502,1160
5,5,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,122810200,2.3,-299768620,-70.9,1188870120,17515,-36816,-67.8,156144,345,608
6,6,0,OLD,20159644,봉이 김선달,2016-07-06,114754600,2.1,-82598600,-41.9,16024965442,15786,-8698,-35.5,2022148,378,841
7,7,0,OLD,20165201,언더 워터,2016-07-13,110934900,2,-48015400,-30.2,2925924291,14430,-4192,-22.5,360126,269,525
8,8,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,39000000,0.7,9000000,30,168000000,6500,1500,30,28000,5,32
9,9,23,OLD,20156250,인천상륙작전,2016-07-27,26746000,0.5,25006000,1437.1,57659000,3232,3058,1757.5,7214,15,18
10,10,-1,OLD,20165130,나의 산티아고,2016-07-14,17863100,0.3,-16326700,-47.8,306080800,2522,-1612,-39,39308,51,103
1,1,0,OLD,20156564,부산행,2016-07-20,3180574500,65.1,-619530800,-16.3,50820520976,419947,-79123,-15.9,6236450,1641,9216
2,2,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,548032400,11.2,-29051800,-5,23304341813,72088,-3766,-5,2864992,631,2488
3,3,0,OLD,20159058,도리를 찾아서,2016-07-06,297790200,6.1,32888800,12.4,17025325033,41675,4869,13.2,2111217,429,800
4,4,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,261788300,5.4,24636500,10.4,2387104300,38020,4111,12.1,314954,522,1164
5,5,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,140036300,2.9,17226100,14,1328906420,20081,2566,14.7,176225,343,609
6,6,0,OLD,20159644,봉이 김선달,2016-07-06,128783000,2.6,14028400,12.2,16153748442,17757,1971,12.5,2039905,378,826
7,7,0,OLD,20165201,언더 워터,2016-07-13,109381000,2.2,-1553900,-1.4,3035305291,14204,-226,-1.6,374330,265,536
8,8,1,OLD,20156250,인천상륙작전,2016-07-27,49568100,1,22822100,85.3,107227100,5497,2265,70.1,12711,32,34
9,9,-1,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,30000000,0.6,-9000000,-23.1,198000000,5000,-1500,-23.1,33000,4,24
10,10,0,OLD,20165130,나의 산티아고,2016-07-14,20164500,0.4,2301400,12.9,326245300,2857,335,13.3,42165,57,116
1,1,7,OLD,20156250,인천상륙작전,2016-07-27,2922521800,33.7,2872953700,5796,3029748900,464460,458963,8349.3,477171,901,4702
2,2,-1,OLD,20156564,부산행,2016-07-20,2677372100,30.8,-503202400,-15.8,53497893076,422625,2678,0.6,6659075,1025,5542
3,3,17,OLD,20161907,제이슨 본,2016-07-27,2048249740,23.6,2045442740,72869.4,2052596740,308768,308367,76899.5,309323,771,3726
4,4,-2,OLD,20150203,나우 유 씨 미 2,2016-07-13,227521800,2.6,-320510600,-58.5,23531863613,38154,-33934,-47.1,2903146,324,761
5,5,-2,OLD,20159058,도리를 찾아서,2016-07-06,249649600,2.9,-48140600,-16.2,17274974633,36460,-5215,-12.5,2147677,296,466
6,6,-2,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,163239900,1.9,-98548400,-37.6,2550344200,24950,-13070,-34.4,339904,279,405
7,7,0,NEW,20165561,빅,2016-07-27,143628000,1.7,143628000,100,153700000,21181,21181,100,22404,323,615
8,8,-3,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,89386900,1,-50649400,-36.2,1418293320,12819,-7262,-36.2,189044,177,222
9,9,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,30000000,0.3,0,0,228000000,5000,0,0,38000,4,24
10,10,0,OLD,20165130,나의 산티아고,2016-07-14,14715900,0.2,-5448600,-27,340961200,2353,-504,-17.6,44518,43,77
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,2635577800,34,-286944000,-9.8,5665326700,354500,-109960,-23.7,831671,904,4803
2,2,0,OLD,20156564,부산행,2016-07-20,2269970500,29.3,-407401600,-15.2,55767863576,299267,-123358,-29.2,6958342,1018,5563
3,3,0,OLD,20161907,제이슨 본,2016-07-27,1709575400,22.1,-338674340,-16.5,3762172140,216456,-92312,-29.9,525779,771,3799
4,4,1,OLD,20159058,도리를 찾아서,2016-07-06,307702700,4,58053100,23.3,17582677333,43287,6827,18.7,2190964,314,519
5,5,1,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,178689800,2.3,15449900,9.5,2729034000,26758,1808,7.2,366662,299,425
6,6,1,OLD,20165561,빅,2016-07-27,177347460,2.3,33719460,23.5,331047460,25414,4233,20,47818,332,608
7,7,-3,OLD,20150203,나우 유 씨 미 2,2016-07-13,188079700,2.4,-39442100,-17.3,23719943313,25032,-13122,-34.4,2928178,300,716
8,8,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,108466060,1.4,19079160,21.3,1526759380,15356,2537,19.8,204400,178,234
9,9,0,OLD,20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,29304000,0.4,-696000,-2.3,257304000,4884,-116,-2.3,42884,5,24
10,10,2,OLD,20163189,태풍이 지나가고,2016-07-27,26937200,0.3,14121700,110.2,44712700,3484,1578,82.8,5995,70,133
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,3364992124,35.1,729414324,27.7,9030318824,405477,50977,14.4,1237148,942,5032
2,2,0,OLD,20156564,부산행,2016-07-20,2875572996,30,605602496,26.7,58643436572,337649,38382,12.8,7295991,1021,5580
3,3,0,OLD,20161907,제이슨 본,2016-07-27,2031193276,21.2,321617876,18.8,5793365416,230070,13614,6.3,755849,782,3907
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,379298600,4,71595900,23.3,17961975933,47263,3976,9.2,2238227,364,612
5,5,2,OLD,20150203,나우 유 씨 미 2,2016-07-13,242524500,2.5,54444800,28.9,23962467813,28855,3823,15.3,2957033,298,707
6,6,-1,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,208584000,2.2,29894200,16.7,2937618000,27928,1170,4.4,394590,323,471
7,7,-1,OLD,20165561,빅,2016-07-27,193715600,2,16368140,9.2,524763060,24967,-447,-1.8,72785,321,566
8,8,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,119675100,1.2,11209040,10.3,1646434480,15161,-195,-1.3,219561,195,259
9,9,1,OLD,20163189,태풍이 지나가고,2016-07-27,36517672,0.4,9580472,35.6,81230372,4225,741,21.3,10220,69,139
10,10,0,NEW,20156082,마이펫의 이중생활,2016-08-03,22524000,0.2,22524000,100,25732000,2304,2304,100,2705,11,11
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,5741071923,35.9,2376079799,70.6,14771390747,691478,286001,70.5,1928626,1038,5574
2,2,0,OLD,20156564,부산행,2016-07-20,4934742867,30.8,2059169871,71.6,63578179439,579808,242159,71.7,7875799,1001,5401
3,3,0,OLD,20161907,제이슨 본,2016-07-27,3609096067,22.6,1577902791,77.7,9402461483,411878,181808,79,1167727,827,3940
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,506316700,3.2,127018100,33.5,18468292633,63399,16136,34.1,2301626,424,775
5,5,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,326596100,2,84071600,34.7,24289063913,38789,9934,34.4,2995822,275,627
6,6,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,278695800,1.7,70111800,33.6,3216313800,36170,8242,29.5,430760,354,552
7,7,1,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,179169500,1.1,59494400,49.7,1825603980,23121,7960,52.5,242682,228,312
8,8,-1,OLD,20165561,빅,2016-07-27,170316300,1.1,-23399300,-12.1,695079360,21738,-3229,-12.9,94523,307,483
9,9,0,OLD,20163189,태풍이 지나가고,2016-07-27,57105200,0.4,20587528,56.4,138335572,6580,2355,55.7,16800,72,134
10,10,5,OLD,20150968,국가대표 2,2016-08-10,35533600,0.2,28354100,394.9,57907100,3938,2970,306.8,6905,29,29
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,5844388660,38.1,103316737,1.8,20615779407,697945,6467,0.9,2626571,1049,5666
2,2,0,OLD,20156564,부산행,2016-07-20,4575932900,29.8,-358809967,-7.3,68154112339,537035,-42773,-7.4,8412834,976,5263
3,3,0,OLD,20161907,제이슨 본,2016-07-27,3297087920,21.5,-312008147,-8.6,12699549403,376540,-35338,-8.6,1544267,788,3812
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,506315900,3.3,-800,0,18974608533,62572,-827,-1.3,2364198,419,778
5,5,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,309418800,2,-17177300,-5.3,24598482713,36622,-2167,-5.6,3032444,273,623
6,6,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,272116700,1.8,-6579100,-2.4,3488430500,34902,-1268,-3.5,465662,338,541
7,7,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,180380400,1.2,1210900,0.7,2005984380,23046,-75,-0.3,265728,235,324
8,8,0,OLD,20165561,빅,2016-07-27,163536700,1.1,-6779600,-4,858616060,20560,-1178,-5.4,115083,308,470
9,9,0,OLD,20163189,태풍이 지나가고,2016-07-27,54730300,0.4,-2374900,-4.2,193065872,6295,-285,-4.3,23095,70,130
10,10,1,OLD,20165130,나의 산티아고,2016-07-14,29684000,0.2,349500,1.2,431522300,3595,87,2.5,55879,42,77
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,3707436420,40.1,-2136952240,-36.6,24323215827,495531,-202414,-29,3122102,995,5609
2,2,0,OLD,20156564,부산행,2016-07-20,2638300120,28.6,-1937632780,-42.3,70792412459,347408,-189627,-35.3,8760242,933,5063
3,3,0,OLD,20161907,제이슨 본,2016-07-27,1617512740,17.5,-1679575180,-50.9,14317062143,206682,-169858,-45.1,1750949,743,3715
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,423813000,4.6,-82502900,-16.3,19398421533,59264,-3308,-5.3,2423462,370,722
5,5,1,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,212957100,2.3,-59159600,-21.7,3701387600,30901,-4001,-11.5,496563,301,495
6,6,-1,OLD,20150203,나우 유 씨 미 2,2016-07-13,220558300,2.4,-88860500,-28.7,24819041013,29156,-7466,-20.4,3061600,293,673
7,7,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,137209800,1.5,-43170600,-23.9,2143194180,19503,-3543,-15.4,285231,214,301
8,8,0,OLD,20165561,빅,2016-07-27,132265660,1.4,-31271040,-19.1,990881720,18910,-1650,-8,133993,297,437
9,9,0,OLD,20163189,태풍이 지나가고,2016-07-27,34185500,0.4,-20544800,-37.5,227251372,4422,-1873,-29.8,27517,64,147
10,10,0,NEW,20150979,덕혜옹주,2016-08-03,28799500,0.3,28799500,100,78486500,3103,3103,100,8781,19,19
1,1,0,OLD,20156250,인천상륙작전,2016-07-27,3435641900,40.6,-271794520,-7.3,27758857727,462324,-33207,-6.7,3584426,1013,5628
2,2,0,OLD,20156564,부산행,2016-07-20,2290624200,27.1,-347675920,-13.2,73083036659,303302,-44106,-12.7,9063544,925,5035
3,3,0,OLD,20161907,제이슨 본,2016-07-27,1377304900,16.3,-240207840,-14.9,15694367043,176712,-29970,-14.5,1927661,745,3632
4,4,0,OLD,20159058,도리를 찾아서,2016-07-06,432898100,5.1,9085100,2.1,19831319633,61045,1781,3,2484507,386,742
5,5,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,214350300,2.5,1393200,0.7,3915737900,31332,431,1.4,527895,314,507
6,6,0,OLD,20150203,나우 유 씨 미 2,2016-07-13,206139300,2.4,-14419000,-6.5,25025180313,27243,-1913,-6.6,3088843,289,666
7,7,0,OLD,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,139671400,1.6,2461600,1.8,2282865580,19886,383,2,305117,226,309
8,8,0,OLD,20165561,빅,2016-07-27,135205500,1.6,2939840,2.2,1126087220,19588,678,3.6,153581,290,452
9,9,1,OLD,20150979,덕혜옹주,2016-08-03,53088000,0.6,24288500,84.3,131574500,6162,3059,98.6,14943,24,25
10,10,-1,OLD,20163189,태풍이 지나가고,2016-07-27,33945600,0.4,-239900,-0.7,261196972,4494,72,1.6,32011,69,151
1,1,12,OLD,20152963,수어사이드 스쿼드,2016-08-03,3166550200,26.7,3145276200,14784.6,3187824200,397666,395524,18465.2,399808,733,3408
2,2,-1,OLD,20156250,인천상륙작전,2016-07-27,2372148900,20,-1063493000,-31,30131006627,319553,-142771,-30.9,3903979,776,3673
3,3,6,OLD,20150979,덕혜옹주,2016-08-03,1980965300,16.7,1927877300,3631.5,2112539800,267112,260950,4234.8,282055,774,3458
4,4,-2,OLD,20156564,부산행,2016-07-20,1447094000,12.2,-843530200,-36.8,74530130659,192508,-110794,-36.5,9256052,586,2322
5,5,0,NEW,20156082,마이펫의 이중생활,2016-08-03,1298745100,11,1298745100,100,1330157100,182044,182044,100,185414,573,1815
6,6,-3,OLD,20161907,제이슨 본,2016-07-27,671161900,5.7,-706143000,-51.3,16365528943,88430,-88282,-50,2016091,479,1533
7,7,0,NEW,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,552052500,4.7,552052500,100,563707500,79742,79742,100,81037,369,676
8,8,-4,OLD,20159058,도리를 찾아서,2016-07-06,132015000,1.1,-300883100,-69.5,19963334633,18920,-42125,-69,2503427,171,222
9,9,46,OLD,20154910,터널,2016-08-10,51671000,0.4,51461000,24505.2,71041000,6056,6026,20086.7,8002,23,25
10,10,-5,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,36405500,0.3,-177944800,-83,3952143400,5505,-25827,-82.4,533400,94,107
1,1,1,OLD,20156250,인천상륙작전,2016-07-27,1945025240,20.2,-427123660,-18,32076031867,263094,-56459,-17.7,4167073,772,3584
2,2,-1,OLD,20152963,수어사이드 스쿼드,2016-08-03,2021037460,21,-1145512740,-36.2,5208861660,255185,-142481,-35.8,654993,823,3596
3,3,0,OLD,20150979,덕혜옹주,2016-08-03,1881699200,19.6,-99266100,-5,3994239000,254034,-13078,-4.9,536089,771,3320
4,4,0,OLD,20156564,부산행,2016-07-20,1232820500,12.8,-214273500,-14.8,75762951159,163943,-28565,-14.8,9419995,587,2227
5,5,0,OLD,20156082,마이펫의 이중생활,2016-08-03,1154832500,12,-143912600,-11.1,2484989600,161700,-20344,-11.2,347114,630,1924
6,6,0,OLD,20161907,제이슨 본,2016-07-27,567700600,5.9,-103461300,-15.4,16933229543,74487,-13943,-15.8,2090578,459,1391
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,454115500,4.7,-97937000,-17.7,1017823000,65059,-14683,-18.4,146096,447,850
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,107762400,1.1,-24252600,-18.4,20071097033,15324,-3596,-19,2518751,166,221
9,9,0,OLD,20154910,터널,2016-08-10,52340000,0.5,669000,1.3,123381000,6295,239,3.9,14297,24,24
10,10,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,24836400,0.3,-11569100,-31.8,3976979800,3801,-1704,-31,537201,89,96
1,1,2,OLD,20150979,덕혜옹주,2016-08-03,2346373744,22,464674544,24.7,6340612744,282765,28731,11.3,818854,827,3422
2,2,-1,OLD,20156250,인천상륙작전,2016-07-27,2261338701,21.2,316313461,16.3,34337370568,273005,9911,3.8,4440078,817,3688
3,3,-1,OLD,20152963,수어사이드 스쿼드,2016-08-03,1946293935,18.3,-74743525,-3.7,7155155595,219875,-35310,-13.8,874868,817,3543
4,4,0,OLD,20156564,부산행,2016-07-20,1445738859,13.6,212918359,17.3,77208690018,171553,7610,4.6,9591548,594,2261
5,5,0,OLD,20156082,마이펫의 이중생활,2016-08-03,1300265045,12.2,145432545,12.6,3785254645,162375,675,0.4,509489,672,2077
6,6,0,OLD,20161907,제이슨 본,2016-07-27,681918000,6.4,114217400,20.1,17615147543,79610,5123,6.9,2170188,477,1321
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,377435200,3.5,-76680300,-16.9,1395258200,48612,-16447,-25.3,194708,442,881
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,109753200,1,1990800,1.8,20180850233,13884,-1440,-9.4,2532635,179,237
9,9,3,OLD,20163189,태풍이 지나가고,2016-07-27,29415900,0.3,8056000,37.7,339236472,3355,567,20.3,41673,47,120
10,10,0,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,22653700,0.2,-2182700,-8.8,3999633500,3235,-566,-14.9,540436,83,94
1,1,0,OLD,20150979,덕혜옹주,2016-08-03,3738631015,24,1392257271,59.3,10079243759,446343,163578,57.8,1265197,937,3811
2,2,0,OLD,20156250,인천상륙작전,2016-07-27,3456337250,22.2,1194998549,52.8,37793707818,413581,140576,51.5,4853659,831,3771
3,3,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,2661909735,17.1,715615800,36.8,9817065330,298947,79072,36,1173815,770,3294
4,4,1,OLD,20156082,마이펫의 이중생활,2016-08-03,1958909465,12.6,658644420,50.7,5744164110,243388,81013,49.9,752877,726,2347
5,5,-1,OLD,20156564,부산행,2016-07-20,1931736150,12.4,485997291,33.6,79140426168,230186,58633,34.2,9821734,614,2269
6,6,0,OLD,20161907,제이슨 본,2016-07-27,859121000,5.5,177203000,26,18474268543,101464,21854,27.5,2271652,464,1206
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,569705400,3.7,192270200,50.9,1964963600,73860,25248,51.9,268568,413,890
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,131062600,0.8,21309400,19.4,20311912833,16531,2647,19.1,2549166,168,233
9,9,0,OLD,20163189,태풍이 지나가고,2016-07-27,46480600,0.3,17064700,58,385717072,5236,1881,56.1,46909,49,121
10,10,11,OLD,20150968,국가대표 2,2016-08-10,29358800,0.2,27294800,1322.4,130967900,4324,3910,944.4,16905,23,23
1,1,0,OLD,20150979,덕혜옹주,2016-08-03,3707568100,25.5,-31062915,-0.8,13786811859,441268,-5075,-1.1,1706465,964,3878
2,2,0,OLD,20156250,인천상륙작전,2016-07-27,3284964400,22.6,-171372850,-5,41078672218,391895,-21686,-5.2,5245554,816,3703
3,3,0,OLD,20152963,수어사이드 스쿼드,2016-08-03,2164176800,14.9,-497732935,-18.7,11981242130,243153,-55794,-18.7,1416968,733,3040
4,4,0,OLD,20156082,마이펫의 이중생활,2016-08-03,1897849300,13,-61060165,-3.1,7642013410,233861,-9527,-3.9,986738,726,2344
5,5,0,OLD,20156564,부산행,2016-07-20,1863929100,12.8,-67807050,-3.5,81004355268,221087,-9099,-4,10042821,636,2305
6,6,0,OLD,20161907,제이슨 본,2016-07-27,757269100,5.2,-101851900,-11.9,19231537643,89251,-12213,-12,2360903,458,1179
7,7,0,OLD,20162002,명탐정 코난: 순흑의 악몽,2016-08-03,529824500,3.6,-39880900,-7,2494788100,67898,-5962,-8.1,336466,399,853
8,8,0,OLD,20159058,도리를 찾아서,2016-07-06,127439400,0.9,-3623200,-2.8,20439352233,15825,-706,-4.3,2564991,161,223
9,9,0,OLD,20163189,태풍이 지나가고,2016-07-27,40242600,0.3,-6238000,-13.4,425959672,4588,-648,-12.4,51497,48,119
10,10,1,OLD,20161286,아이스 에이지: 지구 대충돌,2016-07-20,23550800,0.2,-2554000,-9.8,4049289100,3259,-436,-11.8,547390,80,84
1,1,0,OLD,20150979,덕혜옹주,2016-08-03,1875575020,29.1,-1831993080,-49.4,15662386879,252925,-188343,-42.7,1959390,897,3907
2,2,0,OLD,20156250,인천상륙작전,2016-07-27,1251919320,19.4,-2033045080,-61.9,42330591538,169310,-222585,-56.8,5414864,754,3572
3,3,2,OLD,20156564,부산행,2016-07-20,994224980,15.4,-869704120,-46.7,81998580248,132709,-88378,-40,10175530,590,2281
